genres,release_date,tags,specs,price,sentiment,metascore
"['Action', 'Adventure', 'Indie']",2014-07-31,"['Horror', 'Adventure', 'Indie', 'Action', 'Atmospheric', 'Walking Simulator', 'First-Person']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",19.99,Mixed,58
"['Action', 'Indie']",2014-07-31,"['Indie', 'FPS', 'Action', 'Great Soundtrack', 'Anime', 'Cute', 'Shooter', 'Fast-Paced', 'Difficult', 'First-Person', 'Singleplayer', 'Platformer', 'Abstract', 'Colorful', '3D Platformer', 'Psychological Horror', 'Arcade']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats']",5.99,Very Positive,61
"['Adventure', 'Indie', 'RPG']",2014-07-23,"['Adventure', 'Indie', 'RPG', 'Choices Matter', 'Singleplayer', 'Female Protagonist', 'Kickstarter', 'Story Rich', 'Fantasy', 'Walking Simulator']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud']",14.99,Mixed,65
"['Adventure', 'Indie']",2014-07-24,"['Indie', 'Pixel Graphics', 'Point & Click', 'Sci-fi', 'Adventure', 'Story Rich', 'Difficult', 'Dark', 'Thriller', 'Puzzle', 'Singleplayer', 'Choices Matter', 'Strategy', 'Atmospheric', 'Survival', 'Resource Management', '2D', 'Gore', 'Great Soundtrack', 'Horror']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",9.99,Mostly Positive,64
"['Action', 'Indie', 'RPG']",2014-07-25,"['RPG', 'Indie', 'Platformer', 'Metroidvania', 'Comedy', 'Action', '2D', 'Exploration', 'Fantasy', 'Adventure', 'Singleplayer', 'Co-op', 'Multiplayer', 'Funny', 'Side Scroller', 'Retro', 'Magic', 'Pixel Graphics', 'Online Co-Op', 'Rogue-like']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",12.99,Very Positive,68
"['Adventure', 'Free to Play', 'Indie']",2014-07-25,"['Free to Play', 'Adventure', 'First-Person', 'Horror', 'Puzzle', 'Indie', 'Singleplayer', 'Walking Simulator', 'Survival', 'Multiplayer', 'Surreal', 'Atmospheric', 'Comedy', 'Action', 'Open World', 'FPS', 'Casual', 'Simulation', 'Funny', 'Co-op']","['Single-player', 'Steam Achievements']",0.0,Mixed,39
"['Indie', 'Sports']",2014-07-22,"['Indie', 'Sports', '2D', 'Pixel Graphics', 'Platformer', 'Singleplayer', 'Great Soundtrack', 'Action', 'Arcade', 'Difficult']","['Single-player', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']",12.99,Very Positive,78
['Strategy'],2014-07-22,"['Strategy', 'Medieval']","['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Trading Cards']",11.99,Very Positive,85
"['Action', 'Indie', 'Strategy']",2014-07-17,"['Indie', 'Action', 'Strategy', 'Lemmings', 'Platformer', 'Puzzle', 'Cute', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,Positive,78
"['Action', 'Adventure']",1998-07-15,"['Classic', 'FPS', 'Action', 'Horror', 'Gore', 'Shooter', 'Adventure', ""1990's"", 'Retro', 'Dark', 'Zombies', 'Singleplayer', 'Atmospheric', 'Difficult', 'First-Person']",['Single-player'],4.99,Very Positive,82
"['Action', 'Adventure']",1998-10-31,"['Action', 'Adventure', 'FPS', 'Gore', 'Classic', 'Horror', 'Shooter', ""1990's""]",['Single-player'],4.99,Mixed,72
"['Action', 'Adventure', 'Indie', 'Strategy']",2014-07-14,"['Indie', 'Action', 'Adventure', 'Strategy', 'Stealth', 'Hacking']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",12.99,Mixed,49
"['Adventure', 'Indie', 'RPG']",2014-07-10,"['Indie', 'Adventure', 'RPG', 'Point & Click', 'Comedy', 'Retro']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",9.99,Positive,63
"['Action', 'Adventure', 'Indie']",2014-07-15,"['Action', 'Platformer', 'Indie', 'Adventure', 'Side Scroller', 'Co-op', 'Rogue-like', 'Female Protagonist', '2D', ""Beat 'em up"", 'Metroidvania', 'Local Co-Op', 'Hack and Slash', 'RPG', 'Fighting', 'Fantasy', 'Rogue-lite', 'Singleplayer', 'Procedural Generation', 'Multiplayer']","['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,Mixed,69
"['Adventure', 'Casual', 'Indie']",2014-07-15,"['Adventure', 'Casual', 'Indie', 'Puzzle', 'Horror']","['Single-player', 'Steam Achievements']",6.99,Mixed,41
['Adventure'],2008-12-02,"['Adventure', 'Point & Click', 'Vampire', 'Female Protagonist', 'Comedy', 'Funny']",['Single-player'],19.99,Mixed,75
"['Action', 'Adventure', 'Indie']",2014-07-09,"['Indie', 'Action', 'Adventure', 'Platformer', 'Pixel Graphics', 'Retro', '2D']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",4.99,Mostly Positive,83
"['Adventure', 'Indie']",2014-07-09,"['Adventure', 'Indie', 'Horror', 'Female Protagonist', 'Puzzle', 'Singleplayer', 'Story Rich', 'Anime', 'Platformer', 'Atmospheric', 'Supernatural', '2D', 'Mystery']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",9.99,Very Positive,64
['Indie'],2014-07-09,"['Indie', 'Walking Simulator', 'Female Protagonist', 'First-Person', 'Short', 'Adventure', 'Singleplayer']",['Single-player'],2.99,Mostly Negative,41
"['Simulation', 'Strategy']",2003-10-17,"['Simulation', 'Strategy', 'Trains', 'Management']","['Single-player', 'Multi-player']",4.99,Mixed,50
"['Indie', 'Strategy']",2014-04-04,"['Strategy', 'RTS', 'Indie', 'Sci-fi', 'Singleplayer', 'Multiplayer']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",6.99,Mixed,43
['Action'],2004-09-17,"['Action', 'FPS', 'First-Person', 'Shooter']","['Single-player', 'Multi-player']",6.99,Very Positive,61
['Strategy'],2004-06-29,"['Strategy', 'World War II', 'RTS']","['Single-player', 'Multi-player', 'Co-op']",4.99,Mostly Positive,77
"['Casual', 'Simulation', 'Strategy']",2014-07-04,"['Strategy', 'Simulation', 'Casual', 'Historical']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",9.99,Mixed,66
"['Action', 'Simulation']",2001-04-15,"['Simulation', 'Action']","['Single-player', 'Steam Trading Cards']",3.99,Mixed,70
"['Action', 'Adventure', 'Indie']",2014-06-26,"['Platformer', 'Pixel Graphics', 'Great Soundtrack', 'Retro', 'Indie', '2D', 'Adventure', 'Action', 'Singleplayer', 'Difficult', 'Kickstarter', 'Side Scroller', 'Fantasy', 'Medieval', 'Funny', 'Arcade', 'Comedy', 'RPG', 'Controller', 'Metroidvania']","['Single-player', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",24.99,Overwhelmingly Positive,85
"['Racing', 'Sports']",2014-06-26,"['Racing', 'Sports', 'Simulation', 'Driving', 'Multiplayer', 'Arcade', 'Split Screen', 'Singleplayer', 'Controller', 'Action', 'Realistic', 'Co-op', 'VR', 'Great Soundtrack', 'Touch-Friendly', 'Adventure', 'Local Multiplayer', 'Atmospheric', 'Open World']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",39.99,Mostly Positive,78
"['Action', 'Indie', 'RPG']",2014-06-11,"['Action', 'Shooter', 'Top-Down', 'Indie', 'Local Co-Op', 'RPG', 'Top-Down Shooter', 'Classic', 'Gore', 'Co-op', ""Shoot 'Em Up"", 'Survival', 'Arcade', 'Twin Stick Shooter', 'Sci-fi', '2D', 'Zombies', 'Local Multiplayer', 'Post-apocalyptic', 'Aliens']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",13.99,Very Positive,68
"['Adventure', 'Racing', 'Simulation']",2014-06-12,"['Simulation', 'Offroad', 'Physics', 'Multiplayer', 'Driving', 'Open World', 'Adventure', 'Realistic', 'Co-op', 'Atmospheric', 'Moddable', 'Exploration', 'Online Co-Op', 'Racing', 'Sandbox', 'Singleplayer', 'Difficult', 'Action', 'Survival', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']",14.99,Very Positive,67
"['Indie', 'Strategy']",2014-06-13,"['Tower Defense', 'Strategy', 'Space', 'Indie', 'Sci-fi', 'Adventure', 'Singleplayer', 'Action']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,Very Positive,73
"['Action', 'Adventure', 'Indie', 'RPG']",2014-05-22,"['RPG', 'Action', 'Adventure', 'Hack and Slash', 'Action RPG', 'Indie', 'Steampunk', 'Co-op', 'Multiplayer', 'Singleplayer', 'Dungeon Crawler', 'Isometric', 'Fantasy', 'Vampire', 'Third Person', 'Dark Fantasy', 'Loot', 'Tower Defense', 'Controller']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",14.99,Mixed,77
"['Racing', 'Simulation', 'Sports', 'Strategy']",2014-06-13,"['Racing', 'Simulation', 'Sports', 'Strategy', 'Historical', 'Rome', 'Turn-Based', 'Singleplayer', 'Tactical', 'Replay Value', 'Turn-Based Strategy', 'Management', 'Turn-Based Tactics', 'Strategy RPG']",['Single-player'],19.99,Mostly Positive,72
"['Simulation', 'Strategy']",2014-06-12,"['Strategy', 'RTS', 'Classic', 'Historical', 'Multiplayer', 'Simulation', 'Great Soundtrack', 'War', 'Singleplayer', 'Co-op', 'Real-Time', 'Remake', 'Base Building', 'City Builder', 'Isometric', 'Action', 'Atmospheric', 'Building', 'Online Co-Op']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,Very Positive,89
"['Action', 'Indie']",2014-06-06,"['Indie', 'Action', 'Platformer', 'Difficult', 'Great Soundtrack', 'Hack and Slash']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,Mostly Positive,66
"['Adventure', 'Indie']",2008-07-18,"['Adventure', 'Indie', 'Horror', 'Point & Click', 'Psychological Horror', 'Story Rich', 'Atmospheric', 'Mystery', 'Supernatural']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",9.99,Very Positive,71
"['Action', 'Casual']",2014-06-06,"['Casual', 'Action', 'Arcade', 'Indie', 'Singleplayer']","['Single-player', 'Steam Trading Cards', 'Steam Leaderboards']",4.99,Mostly Positive,70
['Action'],2014-06-06,"['Space', 'Sci-fi', 'Action', 'Simulation', 'Classic', 'Moddable', 'Space Sim', 'Singleplayer', 'Multiplayer']","['Single-player', 'Multi-player']",9.99,Mostly Positive,91
"['Action', 'Indie']",2014-06-06,"['Bullet Hell', ""Shoot 'Em Up"", 'Indie', 'Action', 'Arcade', 'Shooter', 'Local Co-Op', 'Difficult', 'Great Soundtrack']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,Overwhelmingly Positive,85
"['Simulation', 'Strategy']",2013-11-14,"['Strategy', '4X', 'Turn-Based Strategy', 'Sci-fi', 'Singleplayer', 'Simulation', 'Multiplayer', 'Hex Grid', 'Turn-Based', 'Space', 'Replay Value']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud']",29.99,Mixed,68
['Indie'],2014-05-30,"['Indie', 'Platformer', 'Puzzle', 'Physics', 'Great Soundtrack', '2D', 'Relaxing']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",9.99,Very Positive,83
"['Action', 'Indie']",2014-05-30,"['Anime', 'Mechs', ""Shoot 'Em Up"", 'Bullet Hell', 'Action', 'Indie', 'Shooter', 'Arcade', 'Sci-fi', 'Robots', 'Great Soundtrack', 'Singleplayer', 'Controller', '2.5D', 'Futuristic', 'Space', 'Destruction', 'Surreal', 'Spectacle fighter', 'Narration']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,Very Positive,86
['Adventure'],2003-05-08,"['Adventure', 'Point & Click']",['Single-player'],4.99,Mostly Positive,77
['Simulation'],2006-05-24,"['Simulation', 'Flight']",['Single-player'],9.99,Mixed,62
"['Action', 'Adventure', 'RPG']",2014-06-03,"['Detective', 'Adventure', 'Horror', 'Supernatural', 'Mystery', 'Atmospheric', 'Action', 'Singleplayer', 'Crime', 'Third Person', 'Story Rich', 'Noir', 'Puzzle', 'RPG', 'Open World', 'Walking Simulator', 'Stealth', 'Point & Click', 'Dark', 'Short']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",29.99,Very Positive,59
"['Indie', 'Simulation']",2007-03-22,"['Simulation', 'Indie', 'Driving', 'Singleplayer', 'Open World']","['Single-player', 'Partial Controller Support']",7.99,Mixed,61
"['Action', 'Adventure', 'Indie']",2014-06-03,"['Platformer', 'Indie', 'Action', 'Difficult', 'Adventure', 'Retro', '2D', 'Pixel Graphics', 'Local Multiplayer', 'Great Soundtrack', 'Singleplayer', 'Co-op', '4 Player Local', 'Side Scroller', 'Multiplayer']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",14.99,Very Positive,80
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2014-06-04,"['Free to Play', 'Action', 'Open World', 'Massively Multiplayer', 'Third-Person Shooter', 'Multiplayer', 'RPG', 'Co-op', 'Shooter', 'Sci-fi', 'Survival', 'Post-apocalyptic', 'FPS', 'Online Co-Op', 'Adventure', 'Third Person', 'MMORPG', 'First-Person', 'Singleplayer', 'Casual']","['Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards', 'Partial Controller Support']",0.0,Mostly Positive,64
"['Action', 'Adventure', 'Indie']",2017-11-02,"['Horror', 'Indie', 'Adventure', 'Atmospheric', 'First-Person', 'Singleplayer', 'Walking Simulator', 'Survival Horror', 'Dark', 'Action', 'Puzzle', 'Short', 'Cute', 'Psychological Horror', 'Exploration', 'Story Rich', 'Survival', 'VR', 'Stealth', 'Simulation']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",16.99,Very Positive,66
"['Simulation', 'Strategy']",2014-05-23,"['Strategy', '4X', 'Space', 'Simulation', 'Sci-fi', 'Grand Strategy', 'Singleplayer', 'Real-Time', 'RTS', 'Moddable', 'Real-Time with Pause', '2D', 'Sandbox', 'Indie', 'Adventure', 'Replay Value', 'Turn-Based']","['Single-player', 'Steam Achievements']",59.99,Mostly Positive,81
"['Action', 'Adventure', 'Indie']",2014-05-26,"['Co-op', 'Indie', 'Puzzle', 'Local Co-Op', 'Platformer', 'Adventure', 'Online Co-Op', 'Cute', 'Action', 'Multiplayer', 'Puzzle-Platformer', '2D', 'Great Soundtrack', 'Casual', 'Difficult', 'Family Friendly']","['Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",11.99,Very Positive,83
"['Action', 'Adventure']",2014-05-26,"['Open World', 'Hacking', 'Action', 'Multiplayer', 'Third Person', 'Adventure', 'Stealth', 'Third-Person Shooter', 'Singleplayer', 'Atmospheric', 'Shooter', 'Parkour', 'Sandbox', 'Driving', 'Co-op', 'Strategy', 'Futuristic', 'RPG', 'Simulation', 'FPS']","['Single-player', 'Multi-player', 'Steam Trading Cards', 'Partial Controller Support']",29.99,Mixed,77
['RPG'],2014-05-27,"['JRPG', 'RPG', 'Turn-Based', 'Remake', 'Classic', 'Fantasy', 'Singleplayer', 'Retro', 'Great Soundtrack', 'Adventure', 'Story Rich', 'Class-Based', 'Open World', 'Difficult', 'Strategy', 'Turn-Based Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",15.99,Very Positive,68
"['Simulation', 'Strategy']",2014-05-22,"['Strategy', 'Simulation', 'World War II', 'Turn-Based Strategy', 'Hex Grid', 'Wargame']","['Single-player', 'Steam Achievements']",9.99,Mostly Positive,69
"['Adventure', 'Casual', 'Indie']",2014-05-28,"['Adventure', 'First-Person', 'Parkour', 'Platformer', 'Atmospheric', 'Indie', 'Singleplayer', 'Story Rich', 'Puzzle', 'Casual', 'Fantasy', 'Short', 'Sci-fi', '3D Platformer', 'Great Soundtrack', 'Action', 'Difficult', 'Family Friendly', 'Narration', 'FPS']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",12.99,Very Positive,73
['Action'],2014-05-19,"['FPS', 'Action', 'Shooter', 'Alternate History', 'First-Person', 'Gore', 'Singleplayer', 'Atmospheric', 'World War II', 'Story Rich', 'Sci-fi', 'Stealth', 'Adventure', 'War', 'Great Soundtrack', 'Robots', 'Dystopian', 'Historical', 'Horror', 'Multiplayer']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",19.99,Very Positive,81
"['Action', 'Indie', 'RPG']",2014-05-20,"['Great Soundtrack', 'Female Protagonist', 'Indie', 'Cyberpunk', 'Sci-fi', 'Story Rich', 'Action RPG', 'RPG', 'Singleplayer', 'Isometric', 'Atmospheric', 'Action', 'Narration', 'Strategy', 'Adventure', 'Tactical', 'Turn-Based', 'Hack and Slash', 'Short', '2D']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,Overwhelmingly Positive,83
"['Adventure', 'Indie']",2014-05-20,"['Pixel Graphics', 'Point & Click', 'Horror', 'Adventure', 'Lovecraftian', 'Indie', 'Atmospheric', 'Story Rich', 'Singleplayer', 'Great Soundtrack', 'Puzzle', 'Mystery']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",9.99,Overwhelmingly Positive,79
"['Action', 'Indie', 'Strategy']",2014-09-19,"['Lemmings', 'Indie', 'Strategy', 'Action', 'Puzzle', 'Platformer', 'Adventure', 'Blood']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor']",19.99,Mostly Positive,66
"['Simulation', 'Strategy']",2002-10-15,"['Simulation', 'Management', 'Classic', 'Strategy', 'Sandbox', 'Singleplayer', 'Building', 'Economy', 'Isometric', 'Retro', 'Multiplayer', 'Casual', 'Pixel Graphics', 'Family Friendly']",['Single-player'],9.99,Very Positive,74
"['Indie', 'RPG']",2014-05-21,"['RPGMaker', 'Indie', 'RPG', 'Story Rich', 'Pixel Graphics', 'Choices Matter', 'Casual', 'Walking Simulator', 'Singleplayer', 'Great Soundtrack', 'Adventure', 'Romance', 'Visual Novel', '2D', 'Female Protagonist', 'Horror', 'Nudity']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,Very Positive,73
['Action'],2014-05-13,"['Hack and Slash', 'Action', 'Historical', 'Great Soundtrack', 'Third Person', 'Local Co-Op', 'Local Multiplayer', ""Beat 'em up"", 'Adventure', 'RPG', 'Singleplayer', 'Fighting', 'Action RPG', 'JRPG', 'Co-op', 'Strategy', 'Multiplayer', 'Spectacle fighter', 'Casual', 'Funny']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support']",49.99,Very Positive,71
"['Adventure', 'Indie']",2014-05-13,"['Adventure', 'Indie', 'Point & Click', 'Female Protagonist', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Steam Cloud']",24.99,Mostly Positive,65
"['Action', 'Adventure', 'Indie']",2002-10-25,"['Action', 'Adventure', 'Indie', 'FPS', 'Alternate History']","['Single-player', 'Multi-player']",2.99,Mostly Positive,69
"['Action', 'Indie']",2015-04-02,"['Action', 'Tactical', 'Shooter', 'Top-Down', 'Multiplayer', 'Co-op', 'Open World', 'Indie', 'War', 'Strategy', 'Military', 'Singleplayer', 'RPG', 'Sandbox', 'RTS', 'Simulation', 'Massively Multiplayer', 'Survival', 'Isometric', 'Adventure']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",14.99,Very Positive,78
"['Adventure', 'Indie']",2014-05-08,"['Adventure', 'FMV', 'Detective', 'Noir', 'Comedy', 'Cyberpunk', 'Indie', 'Mystery', 'Story Rich', 'Sci-fi', 'Point & Click', 'Kickstarter', 'Puzzle', 'Funny', 'First-Person', 'Great Soundtrack', 'Atmospheric', 'Multiple Endings', 'Dystopian', 'Retro']",['Single-player'],19.99,Very Positive,68
['Indie'],2014-05-08,"['Indie', 'Great Soundtrack', 'Difficult', 'Platformer', 'Level Editor', 'Music', 'Casual', '2D', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Includes level editor']",4.99,Very Positive,64
"['Adventure', 'Indie']",2006-09-05,"['Adventure', 'Indie', 'Point & Click', 'Western']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",9.99,Mixed,77
"['Action', 'Indie']",2013-08-19,"['Survival', 'Stealth', 'Indie', 'Robots', 'First-Person', 'Procedural Generation', 'Action', 'Singleplayer', 'Open World', 'Steampunk', 'Comedy', 'Atmospheric', 'Horror', 'FPS', 'Kickstarter', 'Exploration', 'Multiplayer', 'Sandbox', 'Adventure', 'Rogue-like']","['Single-player', 'Multi-player', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']",19.99,Very Positive,63
['Action'],2001-07-30,"['Flight', 'Action', 'Simulation']",['Single-player'],9.99,Mostly Negative,69
"['Action', 'RPG']",2014-04-25,"['RPG', 'Dark Fantasy', 'Difficult', 'Action RPG', 'Action', 'Adventure', 'Exploration', 'Atmospheric', 'Co-op', 'Multiplayer', 'Fantasy', 'PvP', 'Third Person', 'Replay Value', 'Open World', 'Medieval', 'Dark', 'Online Co-Op', 'Singleplayer', 'Horror']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support']",39.99,Very Positive,91
"['Action', 'Adventure', 'Casual', 'Indie']",2014-04-29,"['Horror', 'Adventure', 'Indie', 'First-Person', 'Female Protagonist', 'Action', 'Survival', 'Walking Simulator', 'Rogue-like', 'Singleplayer', 'Procedural Generation', 'Survival Horror', 'Short', 'Atmospheric', 'Psychological Horror', 'Sci-fi']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support']",9.99,Mixed,51
['RPG'],2014-04-29,"['RPG', 'Fantasy', 'Great Soundtrack', 'Female Protagonist', 'Turn-Based', 'Platformer', 'Adventure', '2D', 'Atmospheric', 'Story Rich', 'Hand-drawn', 'Singleplayer', 'Local Co-Op', 'Side Scroller', 'Cute', 'Turn-Based Strategy', 'Indie', 'Casual', 'Action', 'Metroidvania']","['Single-player', 'Shared/Split Screen', 'Partial Controller Support']",14.99,Very Positive,77
['Racing'],2014-04-24,"['Racing', 'Multiplayer', 'Singleplayer', 'Physics', 'Local Multiplayer', 'Sports', 'Futuristic', 'Action', 'Platformer', 'Funny', '2.5D', 'Competitive', 'Level Editor', '2D', 'Difficult', 'Casual', 'Simulation', 'Arcade', 'Great Soundtrack', 'Adventure']","['Single-player', 'Multi-player', 'In-App Purchases', 'Partial Controller Support']",19.99,Mixed,80
['Action'],2003-07-30,"['Action', 'Adventure']",['Single-player'],4.99,Mixed,41
"['Adventure', 'Indie']",2014-03-20,"['Adventure', 'Indie', 'Point & Click', 'Mystery', 'Pixel Graphics']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",6.99,Mostly Positive,75
"['Indie', 'Simulation', 'Strategy']",2014-04-18,"['Strategy', 'Space', 'Simulation', 'Indie', 'Turn-Based', '4X', 'Sci-fi', 'Singleplayer', 'Grand Strategy', 'Adventure', 'Diplomacy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,Mostly Positive,72
['Indie'],2014-04-22,"['Indie', 'Music', 'Puzzle', 'Exploration', 'First-Person', 'Great Soundtrack', 'Singleplayer', 'Adventure', 'Atmospheric', 'Abstract', 'Walking Simulator', 'Surreal', 'Open World']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",14.99,Very Positive,75
"['Adventure', 'Casual']",2001-02-11,"['Adventure', 'Casual', 'Point & Click', 'Horror', 'Vampire']",['Single-player'],4.99,Mostly Negative,68
['Strategy'],2014-04-17,"['Strategy', 'RTS', 'Military', 'Realistic', 'Multiplayer', 'Cold War', 'Wargame', 'Tactical', 'Real Time Tactics', 'Naval', 'Simulation', 'War', 'Alternate History', 'Action', 'Real-Time', 'Singleplayer', 'Difficult', 'Co-op', 'Adventure', 'Atmospheric']","['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud']",29.99,Very Positive,78
['Action'],2014-04-15,"['Action', 'Classic', '6DOF', 'FPS', 'Sci-fi', 'Shooter']","['Single-player', 'Multi-player']",9.99,Mixed,89
['Strategy'],2014-04-10,"['Strategy', 'Fantasy', 'Turn-Based', 'Turn-Based Strategy', '4X', 'Magic', 'Multiplayer', 'Hex Grid', 'Singleplayer', 'RPG', 'Adventure']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",19.99,Mixed,73
"['Action', 'Simulation', 'Strategy']",2006-09-08,"['Strategy', 'World War II', 'Action', 'Simulation', 'RTS', 'Multiplayer', 'War', 'Co-op']","['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor']",4.99,Very Positive,67
['Strategy'],2003-03-10,"['Strategy', 'Rome', 'RTS', 'Classic', 'Historical', 'War']","['Single-player', 'Multi-player']",4.99,Mostly Positive,78
['Strategy'],2005-05-15,"['Strategy', 'RTS', 'Historical', 'Turn-Based Strategy', 'Multiplayer', 'Singleplayer']","['Single-player', 'Multi-player']",4.99,Mostly Positive,69
['Adventure'],2011-04-19,"['Adventure', 'Point & Click', 'Horror', 'Puzzle', 'Mystery', 'Third Person', 'Atmospheric', 'Singleplayer', 'Story Rich']","['Single-player', 'Steam Cloud']",9.99,Very Positive,75
"['Action', 'Adventure', 'Indie']",2014-03-27,"['Indie', 'Platformer', 'Adventure', 'Action', 'Atmospheric', 'Surreal', 'Steampunk', 'Short', 'Walking Simulator', 'Horror']","['Single-player', 'Partial Controller Support']",1.99,Mixed,61
"['Adventure', 'Indie']",2014-04-15,"['Adventure', 'Point & Click', 'Indie', 'Puzzle', 'Mystery', 'Story Rich', 'Kickstarter']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,Mostly Positive,54
"['Action', 'Indie']",2014-03-28,"['Action', 'Platformer', 'Indie', '2D', 'Rogue-like', 'Shooter', 'RPG', 'Pixel Graphics', 'Adventure', 'Loot', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,Mostly Positive,67
